2026-03-16 17:26:37,627 - optuna.study._optimize - WARNING - Trial 65 failed with value None.
2026-03-16 17:26:54,739 - optuna.storages._in_memory - INFO - A new study created in memory with name: no-name-fa4acafa-deb7-4930-9903-cfff9462f7b1
2026-03-16 17:46:11,734 - optuna.study.study - INFO - Trial 37 finished with value: 0.7551749999999999 and parameters: {'n_estimators': 860, 'max_depth': 6, 'learning_rate': 0.011060186595730862, 'gamma': 2.329690632115588, 'lambda': 3.2210959407413773, 'alpha': 3.8308396263207563, 'subsample': 0.7289847799765115, 'colsample_bytree': 0.5633028690408752, 'min_child_weight': 2, 'max_delta_step': 0.9371713597166635, 'iqr_factor': 2.947764371994033}. Best is trial 15 with value: 0.758.
2026-03-16 17:46:54,790 - optuna.study.study - INFO - Trial 38 finished with value: 0.7546 and parameters: {'n_estimators': 985, 'max_depth': 4, 'learning_rate': 0.0703102186491211, 'gamma': 2.994382255256482, 'lambda': 5.695833451158317, 'alpha': 3.0717415830699752, 'subsample': 0.6634250268406208, 'colsample_bytree': 0.5141175229772263, 'min_child_weight': 3, 'max_delta_step': 0.9934822022149357, 'iqr_factor': 2.6571436483976383}. Best is trial 15 with value: 0.758.
2026-03-16 17:47:34,511 - optuna.study.study - INFO - Trial 39 finished with value: 0.75655 and parameters: {'n_estimators': 711, 'max_depth': 5, 'learning_rate': 0.013155127257731441, 'gamma': 1.7449395353607302, 'lambda': 0.737373483278671, 'alpha': 2.7444399338601793, 'subsample': 0.7873014341126966, 'colsample_bytree': 0.8854655570117923, 'min_child_weight': 15, 'max_delta_step': 0.8797315062560034, 'iqr_factor': 2.363156368890628}. Best is trial 15 with value: 0.758.
2026-03-16 17:48:12,460 - optuna.study.study - INFO - Trial 40 finished with value: 0.7566499999999999 and parameters: {'n_estimators': 735, 'max_depth': 7, 'learning_rate': 0.020649183967863666, 'gamma': 2.6485527686615957, 'lambda': 1.4674603542034124, 'alpha': 4.075405633324631, 'subsample': 0.7524413377232126, 'colsample_bytree': 0.7221740438740019, 'min_child_weight': 9, 'max_delta_step': 0.7756914810184978, 'iqr_factor': 2.1199551677953585}. Best is trial 15 with value: 0.758.
2026-03-16 17:48:32,538 - optuna.study.study - INFO - Trial 41 finished with value: 0.7569250000000001 and parameters: {'n_estimators': 283, 'max_depth': 8, 'learning_rate': 0.10415122862800905, 'gamma': 1.258316485977998, 'lambda': 5.5131944193823115, 'alpha': 1.8648833854390892, 'subsample': 0.684510726102842, 'colsample_bytree': 0.5386757179496048, 'min_child_weight': 4, 'max_delta_step': 0.9315436714197379, 'iqr_factor': 2.5225807970235756}. Best is trial 15 with value: 0.758.
2026-03-16 17:49:07,969 - optuna.study.study - INFO - Trial 42 finished with value: 0.7504500000000001 and parameters: {'n_estimators': 600, 'max_depth': 8, 'learning_rate': 0.16401370025690315, 'gamma': 0.9588861075872648, 'lambda': 0.9985280431676725, 'alpha': 3.229191017557487, 'subsample': 0.5756101031709576, 'colsample_bytree': 0.8353265908924536, 'min_child_weight': 6, 'max_delta_step': 0.8386187987804007, 'iqr_factor': 1.8609926203405622}. Best is trial 15 with value: 0.758.
2026-03-16 17:49:32,698 - optuna.study.study - INFO - Trial 43 finished with value: 0.75715 and parameters: {'n_estimators': 617, 'max_depth': 8, 'learning_rate': 0.09596964995211803, 'gamma': 2.1744261686978983, 'lambda': 2.133805196489659, 'alpha': 2.686449326927873, 'subsample': 0.9014410504426741, 'colsample_bytree': 0.7813257280810137, 'min_child_weight': 2, 'max_delta_step': 0.4778884450832486, 'iqr_factor': 1.6267158904933825}. Best is trial 15 with value: 0.758.
2026-03-16 17:50:00,316 - optuna.study.study - INFO - Trial 44 finished with value: 0.7557750000000001 and parameters: {'n_estimators': 627, 'max_depth': 7, 'learning_rate': 0.04407403560643906, 'gamma': 3.352801707228214, 'lambda': 2.0475869977135583, 'alpha': 2.643212263784813, 'subsample': 0.8063328271280332, 'colsample_bytree': 0.7874389634061505, 'min_child_weight': 1, 'max_delta_step': 0.3678707401831879, 'iqr_factor': 1.6205808256691698}. Best is trial 15 with value: 0.758.
2026-03-16 17:50:31,309 - optuna.study.study - INFO - Trial 45 finished with value: 0.754625 and parameters: {'n_estimators': 924, 'max_depth': 3, 'learning_rate': 0.05895376441038727, 'gamma': 2.2262674653693537, 'lambda': 2.366448125697634, 'alpha': 0.2729566523308349, 'subsample': 0.9036234225904641, 'colsample_bytree': 0.7526938232936116, 'min_child_weight': 2, 'max_delta_step': 0.27928039982018926, 'iqr_factor': 1.3904867835297048}. Best is trial 15 with value: 0.758.
2026-03-16 17:50:54,924 - optuna.study.study - INFO - Trial 46 finished with value: 0.7575749999999999 and parameters: {'n_estimators': 527, 'max_depth': 8, 'learning_rate': 0.08292349686904767, 'gamma': 1.5994153517633867, 'lambda': 2.6855370603898523, 'alpha': 3.433212280597563, 'subsample': 0.9805813317786021, 'colsample_bytree': 0.8912542601461761, 'min_child_weight': 2, 'max_delta_step': 0.39842347149386903, 'iqr_factor': 2.065916742205944}. Best is trial 15 with value: 0.758.
2026-03-16 17:51:21,768 - optuna.study.study - INFO - Trial 47 finished with value: 0.7574750000000001 and parameters: {'n_estimators': 512, 'max_depth': 6, 'learning_rate': 0.028187844701929043, 'gamma': 1.9794319243098044, 'lambda': 2.7202059585777167, 'alpha': 3.413486691645164, 'subsample': 0.9868432257099767, 'colsample_bytree': 0.8921855874371776, 'min_child_weight': 1, 'max_delta_step': 0.4618957431241562, 'iqr_factor': 2.0065036105733123}. Best is trial 15 with value: 0.758.
2026-03-16 17:51:50,949 - optuna.study.study - INFO - Trial 48 finished with value: 0.758125 and parameters: {'n_estimators': 531, 'max_depth': 6, 'learning_rate': 0.02786396693925995, 'gamma': 1.5782761807611272, 'lambda': 3.120820003514614, 'alpha': 4.208073732535315, 'subsample': 0.984143660985336, 'colsample_bytree': 0.916319426204893, 'min_child_weight': 1, 'max_delta_step': 0.46673554247661464, 'iqr_factor': 2.0318987633380905}. Best is trial 48 with value: 0.758125.
2026-03-16 17:52:19,862 - optuna.study.study - INFO - Trial 49 finished with value: 0.7589500000000001 and parameters: {'n_estimators': 527, 'max_depth': 6, 'learning_rate': 0.02708036262810774, 'gamma': 1.8273952750201286, 'lambda': 2.751838844061268, 'alpha': 4.322205245167557, 'subsample': 0.9771932314016966, 'colsample_bytree': 0.9346024027499024, 'min_child_weight': 1, 'max_delta_step': 0.4547946682419332, 'iqr_factor': 2.0415418518296597}. Best is trial 49 with value: 0.7589500000000001.
